"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Good",82,111,18,67,4,0,0,100,-7,7,8,4,0,50,0,0,0,14,-8,1,-8,0,100
"Good",66,214,4,114,20,5,0,65,8,3,5,26,1,35,-7,0,0,40,-8,5,1,2,60
"Bad",85,181,6,169,24,0,0,100,-7,7,8,25,2,4,-7,1,0,7,-8,3,-8,0,36
"Bad",80,315,27,114,12,0,0,83,38,6,6,13,0,50,14,0,0,18,70,3,2,0,83
"Bad",72,265,16,154,13,2,1,81,26,5,4,16,0,56,0,1,1,41,83,4,2,0,100
"Bad",56,266,2,94,29,0,0,100,-7,7,8,30,1,17,0,2,2,76,6,14,2,7,67
"Good",66,164,19,108,9,1,0,70,9,4,5,10,0,80,-7,0,0,0,121,0,4,-8,80
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",79,86,9,36,13,0,0,100,-7,7,8,13,1,8,-7,0,0,19,-8,6,1,0,70
"Bad",73,215,7,88,38,1,1,92,23,6,6,40,1,38,19,0,0,1,78,4,2,1,50
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",68,144,7,45,10,0,0,100,-7,7,8,10,2,50,0,2,2,89,71,3,2,2,83
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",83,195,56,117,9,1,1,90,34,6,3,10,0,20,-7,0,0,0,-8,0,-8,0,0
"Bad",65,258,5,108,27,2,1,76,35,5,4,33,2,30,5,0,0,66,77,5,3,3,73
"Bad",72,26,2,13,12,0,0,100,-7,7,8,14,6,43,2,3,2,20,89,3,5,0,62
"Bad",72,98,16,49,11,0,0,91,16,6,6,11,0,36,4,4,4,56,79,1,1,0,67
"Bad",68,-8,7,64,37,1,1,95,18,6,6,38,9,18,15,0,0,39,88,10,2,3,52
"Good",69,201,9,66,37,0,0,97,0,4,6,17,2,30,9,0,0,2,46,5,2,1,32
"Good",77,93,2,47,29,0,0,100,-7,7,8,33,7,48,2,5,5,22,90,3,4,0,78
"Bad",63,63,2,27,3,0,0,75,21,6,6,4,1,50,0,1,1,21,-8,2,1,1,100
"Good",88,160,13,79,7,0,0,100,-7,7,8,14,0,29,-7,0,0,8,72,2,2,0,67
"Bad",57,27,1,11,5,1,1,100,-7,6,8,6,3,33,1,21,21,16,-8,1,2,1,60
"Bad",62,197,13,81,22,1,1,74,3,4,3,18,0,22,0,1,1,30,91,4,2,1,50
"Bad",73,140,7,47,12,0,0,92,46,6,6,12,2,33,5,1,1,49,74,2,3,1,75
"Good",82,160,2,67,26,0,0,97,70,6,6,30,3,27,0,0,0,8,89,3,3,0,50
"Good",86,348,11,109,20,0,0,100,-7,7,8,20,1,40,8,0,0,4,82,3,3,0,86
"Good",77,140,25,68,15,0,0,94,42,6,6,16,0,31,0,0,0,4,75,2,2,0,55
"Good",76,52,12,31,6,0,0,100,-7,7,8,7,0,57,0,0,0,5,90,2,2,-8,80
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",68,224,2,70,23,0,0,96,1,4,6,25,3,52,0,3,3,44,74,5,3,1,67
"Good",75,351,8,93,30,0,0,90,1,4,6,28,1,7,-7,1,1,9,-8,7,-8,0,57
"Good",91,321,87,170,8,0,0,100,-7,7,8,9,0,56,2,1,1,1,-8,1,-8,0,50
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",81,151,19,82,21,1,0,95,-8,6,5,22,0,23,0,0,0,1,46,1,4,0,100
"Bad",62,75,4,46,19,3,2,82,29,6,4,23,1,59,0,1,1,47,80,2,3,1,71
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",70,340,3,60,28,0,0,96,81,6,6,34,4,25,1,1,1,39,61,6,3,2,50
"Good",76,381,5,120,18,1,1,89,40,6,3,19,2,42,-7,3,3,29,36,2,3,1,56
"Bad",71,404,4,130,26,1,0,81,3,4,5,27,1,15,0,0,0,19,49,5,2,1,44
"Bad",75,223,2,94,25,0,0,96,9,4,6,26,2,50,-7,0,0,27,74,6,8,0,78
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",67,227,1,90,11,1,1,100,-7,6,8,11,1,50,1,3,3,0,48,1,2,0,57
"Good",65,184,7,77,24,2,2,88,4,4,2,27,1,46,0,2,2,19,80,1,3,0,44
"Good",83,228,2,95,46,0,0,100,-7,7,8,51,3,33,1,1,1,26,100,2,1,1,27
"Bad",71,128,3,68,12,1,1,85,27,6,3,13,3,23,0,0,0,80,99,6,2,1,80
"Bad",68,180,7,87,54,0,0,100,-7,7,8,58,2,62,0,5,5,77,60,10,4,7,88
"Bad",82,295,40,116,5,0,0,100,-7,7,8,5,0,40,6,0,0,58,-8,1,1,0,67
"Good",88,190,2,60,16,0,0,100,-7,7,8,17,3,41,6,0,0,6,76,1,2,0,33
"Bad",70,180,15,43,18,0,0,89,12,6,6,1,0,28,0,2,2,21,79,2,3,0,56
"Good",63,202,8,61,11,1,1,67,11,4,6,13,1,50,0,0,0,11,46,2,3,-8,71
"Good",80,232,7,75,33,0,0,100,-7,7,8,34,2,38,6,0,0,5,37,3,3,0,55
"Good",88,112,16,61,16,0,0,100,-7,7,8,16,0,13,-7,0,0,7,-8,2,1,0,60
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",62,164,7,64,21,0,0,86,5,4,6,21,1,19,0,0,0,70,52,5,1,1,75
"Good",76,-8,2,17,7,0,0,100,-7,7,8,0,1,33,2,2,2,9,73,3,2,0,63
"Good",83,150,6,87,15,0,0,100,-7,7,8,15,1,60,1,2,2,25,-8,2,1,0,75
"Bad",66,150,2,52,22,0,0,92,4,4,6,26,3,15,0,2,2,7,37,4,2,0,40
"Good",74,183,10,44,12,0,0,100,-7,7,8,12,1,33,6,1,0,39,-8,2,1,1,75
"Good",88,223,26,95,24,0,0,100,-7,7,8,27,0,4,0,1,1,0,-8,4,1,1,38
"Bad",54,366,5,74,27,0,0,93,3,4,6,27,2,4,0,1,1,87,-8,9,-8,5,100
"Good",65,273,5,62,32,0,0,100,-7,7,8,51,4,59,-7,2,2,57,88,7,4,3,85
"Bad",61,69,4,22,9,0,0,100,-7,7,8,9,4,44,-7,2,2,38,63,2,2,1,83
"Good",80,70,5,32,13,0,0,93,56,6,6,14,1,36,4,1,1,9,83,1,2,0,43
"Good",84,170,25,87,10,0,0,100,-7,7,8,10,0,50,0,2,2,10,-8,2,-8,0,67
"Good",86,326,6,90,32,0,0,100,-7,6,8,37,2,51,0,0,0,4,80,4,3,1,64
"Bad",72,150,20,43,7,1,0,88,11,3,5,25,0,25,0,3,3,4,-8,4,2,0,75
"Good",85,326,4,120,21,0,0,100,-7,7,8,44,1,26,4,3,3,5,39,2,2,0,31
"Bad",72,293,7,101,18,0,0,95,22,6,6,19,3,21,0,0,0,32,-8,5,1,0,46
"Good",77,52,27,37,4,0,0,75,28,6,6,4,0,50,-8,0,0,0,-8,0,1,0,33
"Good",89,235,9,94,22,0,0,100,-7,7,8,25,1,16,-7,0,0,8,-8,3,-8,0,43
"Good",80,381,2,90,23,0,0,92,33,6,6,24,2,33,0,1,1,3,84,3,3,0,50
"Good",85,151,3,56,20,0,0,100,-7,7,8,21,1,25,17,0,0,7,-8,1,1,0,60
"Bad",82,241,4,95,33,0,0,100,-7,7,8,33,4,6,0,2,2,2,-8,4,2,0,43
"Good",89,165,12,71,19,0,0,100,-7,7,8,21,0,43,-8,0,0,13,-8,1,1,0,50
"Bad",74,385,2,72,35,1,1,95,69,6,4,37,6,49,3,1,1,34,95,3,5,0,75
"Bad",85,276,6,95,27,0,0,96,27,6,6,28,3,21,0,0,0,6,90,4,2,0,32
"Bad",64,43,1,15,10,0,0,100,-7,7,8,12,6,36,10,0,0,39,41,4,3,1,70
"Bad",61,264,11,110,12,4,3,69,4,2,4,16,2,38,0,2,2,2,-8,1,1,0,33
"Bad",84,325,2,107,13,0,0,100,-7,7,8,14,2,29,1,1,1,19,98,4,3,0,70
"Bad",70,189,6,112,25,0,0,100,-7,7,8,25,1,28,0,1,1,86,-8,9,1,5,92
"Good",86,324,11,132,8,0,0,100,-7,7,8,8,1,38,-7,0,0,39,-8,1,-8,0,33
"Good",85,259,12,72,32,0,0,100,-7,7,8,34,0,41,0,1,1,4,-8,3,1,0,67
"Good",62,163,5,54,42,2,0,91,14,6,5,45,3,57,0,7,7,35,52,3,6,1,56
"Bad",84,106,11,64,22,0,0,100,-7,7,8,23,1,26,0,1,1,0,-8,0,-8,0,0
"Bad",72,138,3,53,28,0,0,100,-7,7,8,28,4,25,-7,2,2,37,-8,8,2,2,71
"Bad",59,191,6,82,46,0,0,93,1,4,6,7,1,9,3,1,1,55,64,21,1,7,65
"Bad",66,98,4,31,15,1,1,94,35,6,2,35,1,50,-7,0,0,58,78,5,4,1,91
"Good",87,165,5,79,14,0,0,100,-7,7,8,15,4,20,4,1,1,3,-8,1,1,0,33
"Good",73,156,4,67,29,0,0,97,30,6,6,29,1,38,-7,3,3,45,22,2,5,2,64
"Good",81,113,2,53,15,0,0,100,-7,7,8,16,3,0,-7,1,1,19,-8,4,-8,0,44
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",74,565,4,148,24,0,0,96,62,6,6,24,2,13,-7,0,0,34,90,6,1,1,58
"Bad",80,157,5,133,27,0,0,78,-8,6,6,22,1,48,-7,0,0,6,64,6,3,0,82
"Bad",64,8,7,8,2,0,0,100,-7,7,8,2,2,100,-7,0,0,-8,81,-8,2,-8,100
"Bad",66,218,2,83,19,4,1,78,14,6,4,27,2,59,2,1,1,61,63,2,6,1,67
"Good",83,203,6,86,17,0,0,100,-7,7,8,17,2,47,0,0,0,12,70,2,3,1,63
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",87,492,10,127,14,0,0,100,-7,7,8,15,1,21,14,0,0,9,-8,5,1,0,60
"Bad",57,193,5,75,20,0,0,81,6,4,6,21,1,52,0,1,1,72,57,8,2,3,100
"Bad",62,114,8,48,42,0,0,100,-7,7,8,42,2,24,0,1,1,26,-8,10,1,3,52
"Bad",73,318,3,28,7,0,0,100,-7,7,8,13,2,44,23,0,0,17,-8,3,1,-8,80
"Bad",72,159,1,61,26,0,0,96,5,4,6,27,2,33,1,1,1,7,75,5,3,0,67
"Good",86,182,28,80,44,0,0,100,-7,7,8,44,0,77,0,1,1,5,75,1,14,0,94
"Good",85,-8,8,104,24,0,0,96,-8,6,6,0,2,8,13,0,0,1,71,6,2,0,42
"Bad",61,166,3,49,29,0,0,100,-7,7,8,29,4,31,0,1,1,56,68,7,4,3,73
"Good",65,340,0,95,21,3,1,85,65,6,5,26,3,81,-8,0,0,36,59,2,6,-8,89
"Bad",63,95,3,37,19,2,2,100,-7,6,8,19,4,37,-7,2,2,43,67,5,4,1,69
"Good",64,108,6,55,16,3,1,75,40,6,5,21,4,20,0,0,0,53,69,5,4,1,91
"Good",88,320,4,93,52,0,0,100,-7,7,8,55,3,22,6,0,0,3,71,3,1,0,36
"Bad",76,212,14,87,21,0,0,100,-7,5,7,21,0,33,-7,0,0,40,85,7,2,0,90
"Good",73,235,3,89,29,0,0,100,-7,7,8,3,1,24,3,1,1,51,-8,4,-8,2,50
"Bad",72,118,8,48,19,1,0,95,60,6,5,20,1,45,21,0,0,53,88,5,4,0,100
"Bad",61,194,8,58,14,0,0,86,0,4,6,23,3,36,11,0,0,23,69,3,3,1,75
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",54,336,13,93,17,1,1,89,4,2,4,18,0,33,0,4,4,65,53,4,2,2,75
"Good",83,81,10,43,14,0,0,100,-7,7,8,14,1,43,19,0,0,17,87,6,2,0,100
"Bad",62,76,1,26,14,3,0,83,56,6,5,18,7,67,0,2,2,61,92,6,4,1,100
"Bad",60,89,3,40,27,0,0,100,-7,7,8,27,5,37,-7,1,1,89,54,11,2,6,81
"Bad",64,119,10,52,21,1,0,95,9,3,5,22,3,55,-7,0,0,68,67,4,4,3,90
"Good",77,126,1,53,31,0,0,100,-7,7,8,33,3,24,11,0,0,2,59,3,2,0,56
"Good",85,371,1,141,24,0,0,100,-7,7,8,25,2,28,-8,0,0,14,56,5,2,1,70
"Good",61,187,3,72,28,1,0,97,1,4,5,30,2,57,10,0,0,32,53,6,4,1,77
"Bad",69,-8,9,49,13,0,0,77,7,4,6,0,1,31,21,0,0,18,80,4,2,0,75
"Bad",66,58,5,20,10,0,0,90,25,6,6,10,4,20,0,6,5,31,91,4,1,1,56
"Bad",59,148,29,79,9,1,0,60,11,4,5,10,0,60,0,0,0,86,46,2,5,1,100
"Good",84,233,37,123,19,1,1,90,20,6,4,52,0,20,6,0,0,1,-8,3,1,0,40
"Good",55,418,5,112,25,0,0,84,11,4,6,34,2,28,4,2,2,66,96,4,2,3,64
"Bad",57,390,9,102,58,2,1,80,4,2,4,38,3,23,9,0,0,65,68,13,3,6,58
"Bad",68,256,6,71,34,0,0,97,36,5,6,35,4,23,0,7,5,69,99,9,3,3,80
"Good",75,221,6,43,58,0,0,100,-7,7,8,59,10,5,0,2,2,15,95,6,2,2,27
"Bad",54,132,31,52,14,2,0,74,4,4,5,19,0,47,0,1,1,21,47,2,1,0,50
"Good",87,433,87,198,6,0,0,100,-7,7,8,7,0,0,0,0,0,13,-8,1,-8,0,25
"Good",68,203,5,62,28,2,2,96,4,4,6,29,1,21,1,3,3,1,-8,2,1,1,25
"Bad",68,131,2,77,15,1,1,88,61,5,2,17,3,82,-7,0,0,107,99,2,2,1,100
"Bad",57,156,13,90,39,4,3,91,3,3,5,45,0,16,15,0,0,81,-8,7,-8,1,88
"Good",64,217,39,104,15,0,0,88,10,4,6,16,0,50,1,2,2,56,10,3,2,2,83
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",77,252,4,54,24,0,0,100,-7,7,8,37,3,42,3,2,2,15,78,4,5,1,64
"Bad",63,204,2,79,21,4,4,85,38,6,2,26,2,73,0,2,2,77,79,4,3,2,70
"Good",75,180,4,74,35,0,0,100,-7,7,8,36,5,44,0,4,4,41,97,1,3,0,80
"Bad",86,357,6,88,20,0,0,100,-7,7,8,20,3,30,6,0,0,2,-8,2,1,0,25
"Good",81,306,5,74,16,0,0,100,-7,7,8,18,1,11,0,0,0,25,101,7,1,1,80
"Bad",66,213,16,88,12,0,0,60,2,4,6,15,0,20,17,1,0,51,73,3,1,0,80
"Bad",68,89,9,40,10,2,2,91,81,6,2,11,1,45,0,0,0,48,86,3,4,1,88
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",62,156,2,63,31,1,1,97,5,0,2,33,3,18,0,0,0,3,-8,3,2,0,42
"Bad",67,116,5,40,14,0,0,86,6,4,6,14,1,57,0,0,0,69,97,1,2,1,43
"Bad",56,136,3,8,11,0,0,100,-7,7,8,29,9,18,0,13,13,27,90,5,2,0,64
"Good",76,222,4,85,47,0,0,100,-7,7,8,47,2,28,0,0,0,37,59,4,4,0,53
"Good",77,218,8,72,25,0,0,96,74,6,6,25,3,52,2,1,1,32,69,3,4,0,64
"Bad",64,436,10,94,27,0,0,93,2,4,6,38,1,4,6,0,0,59,-8,9,-8,5,56
"Good",87,194,39,88,8,0,0,100,-7,7,8,9,0,56,-7,0,0,7,-8,2,1,0,75
"Bad",64,228,10,86,18,1,1,85,7,0,2,20,1,55,0,1,1,47,44,3,5,1,83
"Good",91,17,58,177,10,0,0,100,-7,7,8,3,0,10,-7,0,0,2,-8,5,-8,0,71
"Bad",68,216,2,84,15,0,0,100,-7,7,8,16,2,19,-7,1,1,86,2,10,2,5,100
"Bad",77,154,1,47,22,0,0,100,-7,7,8,24,2,30,18,0,0,12,36,2,2,1,71
"Good",89,172,5,76,18,0,0,100,-7,7,8,21,1,48,12,0,0,14,82,1,2,0,50
"Bad",77,281,9,90,37,0,0,100,-7,7,8,37,1,38,0,1,1,34,53,3,4,1,62
"Bad",61,198,14,96,25,0,0,89,1,4,6,27,0,30,11,0,0,67,75,7,2,2,75
"Good",85,179,3,66,20,0,0,100,-7,7,8,26,2,40,0,2,2,9,76,1,4,0,50
"Good",74,311,3,102,39,0,0,100,-7,7,8,41,2,20,3,2,2,15,53,9,1,1,48
"Bad",62,-8,14,45,9,5,4,82,29,0,5,11,0,27,-7,1,1,28,-8,3,2,0,63
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",70,217,0,80,29,1,1,97,40,0,2,33,2,29,1,1,1,55,10,9,3,1,86
"Good",72,242,6,68,15,0,0,87,5,4,6,16,1,73,7,0,0,0,8,0,2,0,50
"Good",85,165,1,73,10,0,0,100,-7,7,8,13,4,8,-8,0,0,11,-8,4,1,0,63
"Good",70,119,8,55,13,0,0,100,-7,7,8,15,1,27,6,0,0,89,-8,6,1,2,100
"Good",77,161,2,69,20,0,0,96,25,6,6,23,3,4,16,0,0,14,-8,4,-8,1,38
"Good",75,378,3,93,29,3,1,84,14,6,4,32,4,33,2,1,1,4,59,5,5,0,56
"Bad",56,252,7,50,13,1,1,86,3,0,2,14,3,50,0,4,4,67,68,3,3,2,60
"Good",76,85,5,46,19,0,0,100,-7,7,8,19,2,37,7,0,0,34,37,6,2,0,80
"Bad",75,160,2,66,36,1,0,95,16,6,5,38,1,18,0,4,4,19,78,4,2,1,32
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",68,119,5,66,13,3,2,80,15,6,3,15,1,27,0,0,0,10,94,3,3,1,50
"Good",86,275,13,87,18,0,0,100,-7,7,8,18,0,33,0,0,0,8,-8,4,-8,0,50
"Good",67,155,1,117,22,0,0,92,2,4,6,24,2,58,-7,2,2,67,80,2,4,-8,100
"Bad",64,45,1,19,10,0,0,100,-7,7,8,11,3,18,0,1,1,77,93,6,2,2,100
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Good",82,221,11,87,25,0,0,100,-7,7,8,25,1,32,11,0,0,15,36,6,3,0,69
"Bad",66,195,13,67,19,0,0,95,0,4,6,20,0,42,3,1,1,23,83,3,3,0,88
"Bad",87,169,18,83,22,0,0,100,-7,7,8,22,0,14,-7,0,0,0,-8,1,1,0,18
"Bad",75,94,1,24,10,0,0,100,-7,7,8,11,5,27,2,4,4,18,66,3,2,0,63
"Good",64,320,2,96,40,0,0,93,24,6,6,42,2,37,0,7,7,35,77,14,2,1,80
"Bad",69,361,8,96,26,1,0,89,1,4,5,28,1,29,-7,0,0,29,57,5,3,0,64
"Good",79,124,11,134,21,0,0,100,-7,7,8,5,1,35,5,1,1,42,25,3,3,1,60
"Bad",80,31,8,20,3,0,0,100,-7,7,8,3,1,67,0,2,1,0,24,0,2,0,67
"Bad",66,106,2,45,21,0,0,100,-7,7,8,23,3,87,1,1,1,79,94,1,5,1,100
"Good",89,490,6,99,18,0,0,100,-7,7,8,18,2,39,-7,0,0,2,52,2,2,0,57
"Good",83,187,5,73,33,0,0,97,-8,6,6,34,4,79,2,1,1,8,86,4,4,0,89
"Bad",75,146,14,73,8,0,0,75,5,4,6,57,0,38,22,0,0,0,-8,0,1,-8,50
"Bad",57,151,7,65,14,4,4,81,5,2,4,16,2,75,-7,1,1,36,90,1,3,0,100
"Good",83,216,5,111,28,0,0,100,-7,7,8,30,1,18,4,1,1,0,62,3,1,0,24
"Bad",52,281,3,108,13,4,3,88,1,3,5,18,2,53,1,3,3,100,100,5,4,5,100
"Good",86,276,7,77,18,0,0,100,-7,7,8,18,2,28,-8,0,0,7,88,4,2,0,60
"Bad",93,146,13,159,11,0,0,100,-7,7,8,10,0,27,-8,0,0,0,-8,1,1,0,40
"Bad",54,127,17,101,8,0,0,88,3,4,6,3,0,25,3,1,1,68,-8,5,-8,3,100
"Good",79,94,5,52,25,0,0,100,-7,7,8,25,2,16,5,2,2,10,78,5,2,0,50
"Good",55,289,2,85,20,1,1,78,3,4,6,24,2,30,0,2,2,36,13,7,3,1,77
"Bad",75,337,5,115,27,0,0,89,7,4,6,27,1,37,11,0,0,3,3,2,2,0,42
"Good",89,255,32,106,9,0,0,100,-7,7,8,9,0,22,0,1,1,2,-8,2,1,-8,100
"Bad",65,177,17,96,6,0,0,43,5,4,6,7,0,57,-7,1,1,31,76,1,2,-8,100
"Good",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",67,188,7,123,21,0,0,77,36,6,6,22,3,9,0,1,1,68,-8,5,-8,2,83
"Good",68,262,11,113,21,2,0,74,14,6,5,23,1,17,0,0,0,38,-8,3,-8,3,25
"Bad",79,87,1,50,10,0,0,100,-7,7,8,11,1,82,3,1,1,-8,30,1,3,-8,100
"Good",81,333,9,108,26,0,0,100,-7,7,8,26,2,12,1,3,3,1,40,7,2,0,59
"Bad",57,336,2,86,26,3,2,83,4,0,2,30,2,20,14,1,1,63,55,12,3,2,84
"Good",74,192,9,77,28,0,0,100,-7,7,8,28,3,11,-7,0,0,26,-8,5,1,1,60
"Good",89,217,8,93,24,0,0,100,-7,7,8,28,1,18,13,0,0,0,-8,3,1,0,44
"Bad",64,254,2,95,75,2,1,95,4,4,3,82,2,67,-7,2,2,21,55,5,15,3,77
"Bad",71,206,4,71,26,3,3,92,35,6,6,26,3,42,0,3,3,43,35,5,4,2,64
"Bad",-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9
"Bad",57,291,4,103,9,4,2,43,1,0,2,14,1,14,-7,6,6,43,-8,3,1,1,67
"Good",81,181,5,62,24,0,0,100,-7,7,8,25,3,25,22,0,0,17,2,3,2,0,56
"Good",82,176,6,71,31,0,0,100,-7,7,8,31,2,23,0,0,0,4,-8,5,1,0,44
"Bad",73,84,1,43,19,0,0,95,12,6,6,21,3,33,12,0,0,0,100,3,3,0,50
"Good",58,170,11,80,14,4,0,72,6,3,5,21,2,44,-7,0,0,65,68,3,4,0,100
"Bad",62,90,2,49,17,0,0,100,-7,7,8,19,3,11,1,4,4,97,-8,9,1,4,100
"Bad",75,109,3,50,21,0,0,95,28,6,6,21,6,71,-7,2,2,43,73,3,5,0,89
"Bad",87,215,14,63,20,0,0,96,31,6,6,25,0,32,0,1,1,0,-8,1,1,0,20
"Bad",57,180,9,98,19,3,3,74,4,0,6,21,1,21,0,1,1,21,95,9,1,0,71
"Good",87,167,3,134,25,0,0,100,-7,7,8,14,1,20,-8,0,0,5,-8,4,1,0,36
"Bad",68,144,4,58,24,0,0,100,-7,7,8,24,3,38,0,0,0,81,82,8,4,2,100
"Good",69,225,12,103,20,0,0,85,10,4,6,20,0,25,0,0,0,28,47,7,2,0,90
"Bad",55,142,2,53,21,1,0,75,6,4,5,24,3,42,0,1,1,96,41,4,3,2,78
"Good",84,330,5,68,21,0,0,100,-7,7,8,21,2,24,-7,0,0,4,29,2,3,1,33
"Bad",62,131,4,59,16,4,2,79,23,6,5,20,4,58,0,4,4,25,91,3,4,1,70
"Bad",71,80,6,45,27,0,0,100,-7,7,8,27,1,33,0,0,0,43,96,3,3,1,46
"Good",79,243,15,106,19,0,0,95,12,6,6,19,0,53,3,2,2,22,40,3,5,0,82
"Bad",63,324,8,119,30,1,1,70,3,6,2,33,2,12,1,1,1,12,77,4,2,1,62
"Bad",72,-8,5,74,41,0,0,100,-7,7,8,47,1,57,-7,1,1,82,55,8,10,6,86
"Good",78,263,23,102,19,0,0,95,31,6,6,19,0,42,14,0,0,17,29,6,3,0,82
"Bad",65,115,11,43,19,0,0,90,1,4,6,20,1,50,-7,0,0,52,77,5,6,0,85
"Good",60,12,2,7,1,1,1,100,-7,7,8,3,1,50,0,3,3,18,-8,1,-8,-8,100
"Good",82,96,5,47,16,0,0,100,-7,7,8,16,3,31,0,0,0,15,88,4,2,0,67
"Bad",91,325,4,103,23,0,0,100,-7,7,8,26,2,77,3,1,1,4,58,2,5,0,64
"Bad",73,104,6,48,9,0,0,100,-7,7,8,9,4,11,0,2,2,56,-8,3,1,2,50
"Bad",72,120,3,51,16,1,0,94,80,6,5,19,2,53,-7,3,3,44,81,5,9,0,100
"Bad",69,155,12,81,8,0,0,75,8,4,6,8,0,75,0,1,1,0,58,0,2,-8,67
"Bad",59,291,6,128,27,4,4,90,3,2,3,31,2,23,1,1,1,42,59,2,3,1,67
"Good",91,-8,28,170,6,0,0,100,-7,7,8,0,0,57,-8,0,0,2,10,1,2,0,75
"Bad",59,58,18,28,5,1,1,67,9,0,2,6,0,67,0,0,0,99,-8,1,1,1,100
"Good",71,179,6,107,37,0,0,97,53,6,6,12,1,35,2,3,1,38,93,7,3,2,56
"Bad",89,327,23,94,18,0,0,100,-7,7,8,19,0,28,7,0,0,3,-8,3,1,0,50
"Good",73,437,2,149,18,1,1,90,27,6,6,18,4,19,-7,2,2,39,-8,3,1,0,42
"Good",88,140,10,85,9,0,0,100,-7,7,8,9,1,0,-7,0,0,1,-8,3,-8,0,50
"Good",87,117,6,67,11,0,0,100,-7,7,8,12,1,8,1,4,4,3,-8,3,1,0,67
"Bad",80,267,15,69,9,1,0,80,30,6,5,14,0,30,-7,1,1,11,86,1,2,0,60
"Bad",60,101,13,49,9,2,2,67,10,4,2,12,0,83,0,0,0,-8,63,-8,3,-8,100
"Good",87,-8,67,217,4,0,0,100,-7,7,8,4,0,25,-7,0,0,33,-8,3,1,0,100
"Bad",75,217,1,74,41,1,1,91,13,6,4,43,5,33,0,4,3,7,88,3,4,0,30
"Bad",58,101,8,52,33,0,0,100,-7,7,8,34,3,15,0,0,0,96,65,13,3,8,100
"Bad",65,79,22,54,6,1,0,75,8,4,5,8,0,38,-7,1,1,77,-8,4,1,0,100
"Good",88,211,7,85,38,0,0,97,51,6,6,38,1,8,-7,1,1,0,-8,1,-8,0,4
